Timestamp,id,lat,long
2014-01-06 06:28:00,35,36.07520418,24.87307309
2014-01-06 06:29:00,35,36.07225529,24.87148127
2014-01-06 06:30:00,35,36.0679297,24.87147332
2014-01-06 06:33:00,35,36.06753691,24.87331077
2014-01-06 06:33:00,4,36.07709427,24.87148077
2014-01-06 06:34:00,4,36.07498955,24.86817805
2014-01-06 06:35:00,4,36.07333142,24.86589132
2014-01-06 06:53:00,4,36.07332875,24.86418589
2014-01-06 06:53:00,19,36.08785168,24.8551143
2014-01-06 06:54:00,19,36.08290579,24.85382996
2014-01-06 06:55:00,19,36.08199995,24.85095773
2014-01-06 06:57:00,19,36.08172261,24.85087373
2014-01-06 06:57:00,10,36.07562939,24.86578021
2014-01-06 07:01:00,10,36.07333841,24.86419877
2014-01-06 07:01:00,7,36.08307706,24.86432268
2014-01-06 07:02:00,34,36.06716081,24.90323653
2014-01-06 07:02:00,7,36.0804809,24.86431125
2014-01-06 07:02:00,11,36.08426429,24.85803471
2014-01-06 07:02:00,32,36.07243534,24.87401959
2014-01-06 07:03:00,7,36.07761856,24.86386284
2014-01-06 07:03:00,34,36.06431901,24.90360002
2014-01-06 07:03:00,17,36.06167481,24.89828872
2014-01-06 07:03:00,11,36.08419576,24.85512088
2014-01-06 07:03:00,32,36.07186095,24.87144033
2014-01-06 07:04:00,34,36.06193376,24.90476942
2014-01-06 07:04:00,7,36.07474348,24.86414131
2014-01-06 07:04:00,17,36.06020327,24.89931695
2014-01-06 07:04:00,11,36.08272511,24.85363946
2014-01-06 07:04:00,32,36.0690954,24.87140702
2014-01-06 07:05:00,17,36.05877305,24.90021467
2014-01-06 07:05:00,12,36.06707084,24.89946229
2014-01-06 07:05:00,11,36.08243563,24.85099957
2014-01-06 07:05:00,34,36.05979797,24.90416159
2014-01-06 07:05:00,35,36.06745706,24.87401982
2014-01-06 07:05:00,32,36.06756581,24.87303618
2014-01-06 07:06:00,17,36.05709228,24.90167425
2014-01-06 07:06:00,12,36.06456114,24.89869732
2014-01-06 07:06:00,35,36.06649449,24.87640283
2014-01-06 07:06:00,34,36.05770344,24.90379059
2014-01-06 07:07:00,12,36.06318117,24.89680354
2014-01-06 07:07:00,17,36.05474509,24.90012667
2014-01-06 07:07:00,34,36.05523852,24.90199883
2014-01-06 07:07:00,35,36.06367403,24.87646694
2014-01-06 07:08:00,35,36.0607579,24.87622532
2014-01-06 07:08:00,12,36.06269399,24.89438993
2014-01-06 07:09:00,35,36.05763229,24.87617029
2014-01-06 07:09:00,12,36.06326994,24.89135218
2014-01-06 07:10:00,12,36.06319744,24.88843639
2014-01-06 07:10:00,35,36.05457397,24.87617129
2014-01-06 07:11:00,35,36.05192911,24.87663061
2014-01-06 07:11:00,18,36.06276877,24.89564151
2014-01-06 07:11:00,12,36.06363372,24.88607661
2014-01-06 07:12:00,18,36.06342757,24.89268758
2014-01-06 07:12:00,35,36.0514426,24.8795669
2014-01-06 07:13:00,20,36.06532712,24.90157104
2014-01-06 07:13:00,35,36.04895632,24.87957934
2014-01-06 07:13:00,18,36.06320257,24.89008421
2014-01-06 07:14:00,18,36.06357771,24.88743808
2014-01-06 07:14:00,20,36.06281622,24.90299691
2014-01-06 07:15:00,16,36.05949594,24.90510518
2014-01-06 07:15:00,20,36.06121884,24.90470165
2014-01-06 07:15:00,4,36.07236147,24.86419755
2014-01-06 07:16:00,16,36.0573958,24.90348237
2014-01-06 07:16:00,20,36.05946063,24.90494121
2014-01-06 07:16:00,4,36.07142025,24.86630323
2014-01-06 07:17:00,20,36.05726131,24.90342592
2014-01-06 07:17:00,16,36.05494372,24.90174365
2014-01-06 07:17:00,4,36.07045963,24.86848262
2014-01-06 07:18:00,20,36.05494398,24.90185111
2014-01-06 07:18:00,6,36.05882359,24.89433861
2014-01-06 07:18:00,4,36.06963458,24.87036137
2014-01-06 07:19:00,26,36.07198809,24.88407099
2014-01-06 07:19:00,4,36.06937739,24.8737396
2014-01-06 07:19:00,6,36.05618253,24.89238676
2014-01-06 07:19:00,3,36.08664638,24.85687064
2014-01-06 07:20:00,3,36.08504171,24.85509426
2014-01-06 07:20:00,26,36.06892326,24.88426657
2014-01-06 07:20:00,6,36.05463066,24.89084227
2014-01-06 07:20:00,4,36.06833316,24.87585267
2014-01-06 07:20:00,1,36.06558988,24.88279193
2014-01-06 07:21:00,29,36.05933191,24.89473542
2014-01-06 07:21:00,1,36.0656172,24.88587242
2014-01-06 07:21:00,3,36.08322676,24.85384161
2014-01-06 07:21:00,4,36.06561386,24.87645275
2014-01-06 07:21:00,26,36.06651509,24.88493971
2014-01-06 07:22:00,1,36.0637598,24.88588246
2014-01-06 07:22:00,3,36.08277365,24.85158219
2014-01-06 07:22:00,4,36.06302959,24.8764678
2014-01-06 07:22:00,29,36.05831234,24.89401146
2014-01-06 07:22:00,26,36.06480118,24.88594863
2014-01-06 07:23:00,29,36.05571287,24.89218922
2014-01-06 07:23:00,4,36.05989977,24.87620412
2014-01-06 07:24:00,21,36.05979348,24.9052125
2014-01-06 07:24:00,29,36.05468733,24.89038028
2014-01-06 07:24:00,4,36.0570567,24.87619937
2014-01-06 07:25:00,21,36.05722931,24.90340473
2014-01-06 07:25:00,4,36.05390827,24.8761938
2014-01-06 07:26:00,21,36.05482559,24.90171662
2014-01-06 07:26:00,14,36.06266372,24.89559689
2014-01-06 07:26:00,4,36.05193072,24.87764289
2014-01-06 07:26:00,33,36.06179272,24.89827058
2014-01-06 07:27:00,14,36.06341375,24.89275965
2014-01-06 07:27:00,13,36.05959195,24.90510899
2014-01-06 07:27:00,33,36.06017613,24.89945062
2014-01-06 07:27:00,4,36.05089203,24.87958974
2014-01-06 07:28:00,13,36.05734096,24.90345409
2014-01-06 07:28:00,14,36.06316564,24.89023091
2014-01-06 07:28:00,4,36.0480458,24.87956782
2014-01-06 07:28:00,33,36.05878399,24.90021517
2014-01-06 07:29:00,33,36.05738598,24.9018445
2014-01-06 07:29:00,13,36.05471425,24.90171165
2014-01-06 07:29:00,14,36.06355642,24.88744743
2014-01-06 07:30:00,33,36.05481033,24.90013727
2014-01-06 07:30:00,2,36.08550818,24.85939555
2014-01-06 07:31:00,2,36.08451586,24.85760461
2014-01-06 07:32:00,2,36.08402347,24.8551197
2014-01-06 07:33:00,2,36.08281037,24.85249016
2014-01-06 07:34:00,27,36.06867649,24.88424521
2014-01-06 07:34:00,2,36.08193719,24.850898
2014-01-06 07:34:00,10,36.07250699,24.86418173
2014-01-06 07:35:00,27,36.06641958,24.88553049
2014-01-06 07:35:00,34,36.05323713,24.90065344
2014-01-06 07:35:00,10,36.07143794,24.86626926
2014-01-06 07:36:00,101,36.04903007,24.87956565
2014-01-06 07:36:00,27,36.06389801,24.88591711
2014-01-06 07:36:00,10,36.07047029,24.86847224
2014-01-06 07:36:00,8,36.06627039,24.88593439
2014-01-06 07:36:00,34,36.05059986,24.89663479
2014-01-06 07:37:00,8,36.06371314,24.88594087
2014-01-06 07:37:00,101,36.0501311,24.87644936
2014-01-06 07:37:00,10,36.06961834,24.87056597
2014-01-06 07:37:00,34,36.05035813,24.89130902
2014-01-06 07:38:00,101,36.05015807,24.870197
2014-01-06 07:38:00,26,36.06271864,24.88587665
2014-01-06 07:38:00,10,36.06934873,24.87371068
2014-01-06 07:38:00,34,36.05012116,24.88482542
2014-01-06 07:39:00,101,36.05016716,24.86418094
2014-01-06 07:39:00,20,36.05328592,24.90056842
2014-01-06 07:39:00,34,36.04914865,24.88090889
2014-01-06 07:39:00,10,36.06834736,24.87601901
2014-01-06 07:39:00,26,36.06123202,24.88402615
2014-01-06 07:40:00,34,36.04802557,24.8795711
2014-01-06 07:40:00,19,36.08175874,24.85172811
2014-01-06 07:40:00,10,36.0657978,24.87639495
2014-01-06 07:40:00,20,36.05076382,24.89692284
2014-01-06 07:40:00,26,36.05982494,24.88246955
2014-01-06 07:40:00,101,36.05022428,24.85835232
2014-01-06 07:40:00,24,36.06185184,24.89834632
2014-01-06 07:41:00,24,36.06014367,24.89956609
2014-01-06 07:41:00,101,36.05022855,24.85199449
2014-01-06 07:41:00,10,36.06267362,24.87647389
2014-01-06 07:41:00,19,36.0809052,24.85424796
2014-01-06 07:41:00,26,36.05656546,24.88251447
2014-01-06 07:41:00,20,36.05032633,24.89043396
2014-01-06 07:41:00,18,36.06251968,24.88579412
2014-01-06 07:42:00,24,36.05862779,24.90066659
2014-01-06 07:42:00,18,36.06121592,24.88398244
2014-01-06 07:42:00,19,36.07937953,24.85564645
2014-01-06 07:42:00,10,36.0597542,24.87617293
2014-01-06 07:42:00,20,36.05015036,24.88485701
2014-01-06 07:42:00,26,36.05369603,24.88246588
