timestamp,id,day
2014-01-06 06:28:00,1,2014-01-06
2014-01-06 06:29:00,2,2014-01-06
2014-01-06 06:30:00,3,2014-01-06
2014-01-06 06:33:00,4,2014-01-06
2014-01-06 06:34:00,5,2014-01-06
2014-01-06 06:35:00,6,2014-01-06
2014-01-06 06:53:00,7,2014-01-06
2014-01-06 06:54:00,8,2014-01-06
2014-01-06 06:55:00,9,2014-01-06
2014-01-06 06:57:00,10,2014-01-06
2014-01-06 07:01:00,11,2014-01-06
2014-01-06 07:02:00,12,2014-01-06
2014-01-06 07:03:00,13,2014-01-06
2014-01-06 07:04:00,14,2014-01-06
2014-01-06 07:05:00,15,2014-01-06
2014-01-06 07:06:00,16,2014-01-06
2014-01-06 07:07:00,17,2014-01-06
2014-01-06 07:08:00,18,2014-01-06
2014-01-06 07:09:00,19,2014-01-06
2014-01-06 07:10:00,20,2014-01-06
2014-01-06 07:11:00,21,2014-01-06
2014-01-06 07:12:00,22,2014-01-06
2014-01-06 07:13:00,23,2014-01-06
2014-01-06 07:14:00,24,2014-01-06
2014-01-06 07:15:00,25,2014-01-06
2014-01-06 07:16:00,26,2014-01-06
2014-01-06 07:17:00,27,2014-01-06
2014-01-06 07:18:00,28,2014-01-06
2014-01-06 07:19:00,29,2014-01-06
2014-01-06 07:20:00,30,2014-01-06
2014-01-06 07:21:00,31,2014-01-06
2014-01-06 07:22:00,32,2014-01-06
2014-01-06 07:23:00,33,2014-01-06
2014-01-06 07:24:00,34,2014-01-06
2014-01-06 07:25:00,35,2014-01-06
2014-01-06 07:26:00,36,2014-01-06
2014-01-06 07:27:00,37,2014-01-06
2014-01-06 07:28:00,38,2014-01-06
2014-01-06 07:29:00,39,2014-01-06
2014-01-06 07:30:00,40,2014-01-06
2014-01-06 07:31:00,41,2014-01-06
2014-01-06 07:32:00,42,2014-01-06
2014-01-06 07:33:00,43,2014-01-06
2014-01-06 07:34:00,44,2014-01-06
2014-01-06 07:35:00,45,2014-01-06
2014-01-06 07:36:00,46,2014-01-06
2014-01-06 07:37:00,47,2014-01-06
2014-01-06 07:38:00,48,2014-01-06
2014-01-06 07:39:00,49,2014-01-06
2014-01-06 07:40:00,50,2014-01-06
2014-01-06 07:41:00,51,2014-01-06
2014-01-06 07:42:00,52,2014-01-06
2014-01-06 07:43:00,53,2014-01-06
2014-01-06 07:44:00,54,2014-01-06
2014-01-06 07:45:00,55,2014-01-06
2014-01-06 07:46:00,56,2014-01-06
2014-01-06 07:47:00,57,2014-01-06
2014-01-06 07:48:00,58,2014-01-06
2014-01-06 07:49:00,59,2014-01-06
2014-01-06 07:50:00,60,2014-01-06
2014-01-06 07:51:00,61,2014-01-06
2014-01-06 07:52:00,62,2014-01-06
2014-01-06 07:53:00,63,2014-01-06
2014-01-06 07:54:00,64,2014-01-06
2014-01-06 07:55:00,65,2014-01-06
2014-01-06 07:56:00,66,2014-01-06
2014-01-06 07:57:00,67,2014-01-06
2014-01-06 07:58:00,68,2014-01-06
2014-01-06 07:59:00,69,2014-01-06
2014-01-06 08:00:00,70,2014-01-06
2014-01-06 08:01:00,71,2014-01-06
2014-01-06 08:02:00,72,2014-01-06
2014-01-06 08:03:00,73,2014-01-06
2014-01-06 08:04:00,74,2014-01-06
2014-01-06 08:05:00,75,2014-01-06
2014-01-06 08:06:00,76,2014-01-06
2014-01-06 08:07:00,77,2014-01-06
2014-01-06 08:08:00,78,2014-01-06
2014-01-06 08:09:00,79,2014-01-06
2014-01-06 08:10:00,80,2014-01-06
2014-01-06 08:11:00,81,2014-01-06
2014-01-06 08:12:00,82,2014-01-06
2014-01-06 08:13:00,83,2014-01-06
2014-01-06 08:14:00,84,2014-01-06
2014-01-06 08:15:00,85,2014-01-06
2014-01-06 08:16:00,86,2014-01-06
2014-01-06 08:17:00,87,2014-01-06
2014-01-06 08:18:00,88,2014-01-06
2014-01-06 08:19:00,89,2014-01-06
2014-01-06 08:20:00,90,2014-01-06
2014-01-06 08:21:00,91,2014-01-06
2014-01-06 08:22:00,92,2014-01-06
2014-01-06 08:23:00,93,2014-01-06
2014-01-06 08:24:00,94,2014-01-06
2014-01-06 08:25:00,95,2014-01-06
2014-01-06 08:26:00,96,2014-01-06
2014-01-06 08:27:00,97,2014-01-06
2014-01-06 08:28:00,98,2014-01-06
2014-01-06 08:29:00,99,2014-01-06
2014-01-06 08:30:00,100,2014-01-06
2014-01-06 08:31:00,101,2014-01-06
2014-01-06 08:32:00,102,2014-01-06
2014-01-06 08:33:00,103,2014-01-06
2014-01-06 08:34:00,104,2014-01-06
2014-01-06 08:35:00,105,2014-01-06
2014-01-06 08:36:00,106,2014-01-06
2014-01-06 08:37:00,107,2014-01-06
2014-01-06 08:46:00,108,2014-01-06
2014-01-06 08:47:00,109,2014-01-06
2014-01-06 08:48:00,110,2014-01-06
2014-01-06 08:49:00,111,2014-01-06
2014-01-06 08:50:00,112,2014-01-06
2014-01-06 08:51:00,113,2014-01-06
2014-01-06 09:06:00,114,2014-01-06
2014-01-06 09:07:00,115,2014-01-06
2014-01-06 09:08:00,116,2014-01-06
2014-01-06 09:09:00,117,2014-01-06
2014-01-06 10:03:00,118,2014-01-06
2014-01-06 10:04:00,119,2014-01-06
2014-01-06 10:05:00,120,2014-01-06
2014-01-06 10:06:00,121,2014-01-06
2014-01-06 10:07:00,122,2014-01-06
2014-01-06 10:08:00,123,2014-01-06
2014-01-06 10:18:00,124,2014-01-06
2014-01-06 10:19:00,125,2014-01-06
2014-01-06 10:20:00,126,2014-01-06
2014-01-06 10:21:00,127,2014-01-06
2014-01-06 10:22:00,128,2014-01-06
2014-01-06 10:23:00,129,2014-01-06
2014-01-06 10:24:00,130,2014-01-06
2014-01-06 10:25:00,131,2014-01-06
2014-01-06 10:26:00,132,2014-01-06
2014-01-06 10:27:00,133,2014-01-06
2014-01-06 10:32:00,134,2014-01-06
2014-01-06 10:33:00,135,2014-01-06
2014-01-06 10:34:00,136,2014-01-06
2014-01-06 10:35:00,137,2014-01-06
2014-01-06 10:36:00,138,2014-01-06
2014-01-06 10:37:00,139,2014-01-06
2014-01-06 10:38:00,140,2014-01-06
2014-01-06 11:34:00,141,2014-01-06
2014-01-06 11:35:00,142,2014-01-06
2014-01-06 11:36:00,143,2014-01-06
2014-01-06 11:37:00,144,2014-01-06
2014-01-06 11:38:00,145,2014-01-06
2014-01-06 11:46:00,146,2014-01-06
2014-01-06 11:47:00,147,2014-01-06
